drug,rho_ic50,p_ic50,rho_auc,fdr_ic50
BMS-345541,0.31207701913436137,2.1898345790630304e-20,0.20846006350687168,7.992958733706144e-19
BMS-536924,0.1551550063642054,2.9177177798173265e-06,0.05652135489305862,3.827831582696126e-06
BMS-754807,0.21551168352146569,7.815805936722801e-11,0.16025278453478245,1.6681496253005382e-10
BPD-00008900,0.1841225772629518,6.778828896802372e-07,-0.053041892698725834,9.276292174571668e-07
BX795,0.3134713419674841,1.0071639463852996e-05,0.1950451226233122,1.2689378355339016e-05
Bicalutamide,0.3888244006613392,2.718271241686274e-08,-0.10553871589969689,4.157356016696654e-08
Bleomycin,0.16532613878433414,1.2531295029116992e-05,-0.056335723771503074,1.5514936702716275e-05
Bleomycin (50 uM),0.11188018979551963,0.0028925822092202838,0.055697458667017176,0.0031100695933721847
Bortezomib,0.12739541501610716,0.00012812255463450007,0.038798945954136944,0.00014875527944899916
Bosutinib,0.29193000784200906,5.52102189638974e-19,0.1429731805219969,1.0526748415783105e-17
Bromosporine,0.2257014868208357,2.0289318559309285e-09,0.09184414490640226,3.5599663239033472e-09
Buparlisib,0.24135190290358385,2.1478044072143434e-13,0.1776082529221569,7.775595702067117e-13
CCT-018159,0.2300737117663268,0.001365367761129713,0.03089523237084899,0.0014791484078905224
CCT007093,0.25118608694672195,3.958146690164844e-14,-0.23689237978395125,1.7415845436725315e-13
CDK9_5038,0.23109145092859298,8.117957011324765e-10,0.2332582110320882,1.4882921187428738e-09
CDK9_5576,0.2565516653140373,7.827270523653417e-12,0.25424863681530613,2.0167561889773667e-11
CHIR-99021,0.3723305318269496,1.1336932260291444e-07,0.11966106365389914,1.6458693535245445e-07
CPI-637,0.2600810470238487,1.5589656659967987e-12,0.13855984931549462,4.5496344946437184e-12
CT7033-2,0.27126286209991596,1.5277651023415552e-13,0.23934394770046113,5.749221306180063e-13
CZC24832,0.24770396702457265,3.2833261831265554e-13,-0.15300299676497758,1.1313629980411986e-12
Camptothecin,0.2737501893437021,4.1786155562849463e-17,0.23559882813341157,4.268157318205338e-16
Cediranib,0.15078611208161985,5.538114010481663e-06,0.004232704831457425,7.134687418908809e-06
Cisplatin,0.26920482267068657,1.1412609038776065e-13,0.20838663762736423,4.410819169040479e-13
Crizotinib,0.2836692564340679,2.889808132949679e-18,0.21139151990664007,4.1324256301180405e-17
Cyclophosphamide,0.2501046035643002,2.7452914086426252e-14,-0.20585872072607653,1.2663763594706304e-13
Cytarabine,0.24420691479729784,3.290843855050414e-11,0.20153555018856714,7.46969319479697e-11
Dabrafenib,0.21712572101204597,5.074775724089584e-11,0.02176358715276626,1.1164506592997084e-10
Dacarbazine,0.23567490391555404,3.5528598096610823e-10,-0.1209409468535876,6.684986220809668e-10
Dactinomycin,0.24727311775861366,4.786625357876649e-14,0.16757913678890093,2.0432460482876443e-13
Dactolisib,0.1460538922476036,1.0868197532921528e-05,0.06681293132152726,1.363291444919104e-05
Daporinad,0.24149638099610482,9.408948742895967e-09,0.23709109560052508,1.5117749103754193e-08
Dasatinib,0.018685591940553116,0.5747404576479418,-0.06687279032629213,0.5767570908326715
Dihydrorotenone,0.1419642555776825,0.00018506447497387542,-0.007054046012928242,0.00021342112839729184
Dinaciclib,0.25092219077615624,1.7484939182739187e-13,0.25101418091007166,6.4702762325567e-13
Docetaxel,0.20686493807098955,2.976076900780016e-10,0.19044207288004228,5.712469755859629e-10
Doramapimod,0.15678941465121585,2.3452962189394526e-06,-0.19261163598036676,3.105345919521683e-06
