drug,rho_ic50,p_ic50,rho_auc,fdr_ic50
Rucaparib,0.45762066339483576,2.5279682080496674e-47,-0.050892901648944916,1.6066642388937886e-46
Ruxolitinib,0.40501966284743846,1.1721592130665242e-34,-0.12158060432224721,3.104051249416907e-34
SB216763,0.32631058348259595,9.51486434739631e-24,-0.32190270347868327,1.61979238294961e-23
SB505124,0.34681267090608264,6.681332917245038e-08,0.14735562519879966,7.705085541661617e-08
SB590885,0.42019369880819213,3.2476649454335555e-39,-0.13717030467222727,1.222147597886838e-38
SCH772984,-0.11078761427110674,0.000836660110135824,-0.32654089074293885,0.0009098281045583485
SGC-CBP30,0.4297725619178401,2.1847304092895047e-32,-0.2716822671704726,5.206940808806653e-32
SGC0946,0.3532667207974648,1.5906002656249374e-27,-0.416611258457849,3.1812005312498748e-27
SL0101,0.29284410305869385,3.93760415491331e-05,-0.27814332300861355,4.399042141817214e-05
SN-38,0.37152365208681326,7.7312032067139345e-31,0.158208419494449,1.768899293696148e-30
Sabutoclax,0.469426301335689,3.7915699942800987e-47,0.45006986036226904,2.3573674312263224e-46
Sapitinib,-0.05179962794204517,0.11881253188144386,-0.38995740358982595,0.12179349146269873
Savolitinib,0.3873100442378854,1.503066332015065e-33,-0.19526988147941732,3.872765504110888e-33
Schweinfurthin A,0.4552554606609495,1.3298667515884444e-36,0.3626492138107271,4.089697752196722e-36
Selumetinib,-0.12991324111837044,8.561815013700352e-05,-0.38752162082075153,9.491004239993413e-05
Sepantronium bromide,0.1881041663837445,1.2996237501815227e-08,0.32518792543854136,1.5171118063343488e-08
Serdemetan,0.4348914142686501,2.0683067096677718e-42,0.15908693421948392,9.242745608827855e-42
Sinularin,0.39602555238446124,2.2818903456355798e-27,-0.2345134944898306,4.532087769803998e-27
Sorafenib,0.5820979532073497,9.494686144094328e-83,0.4314756638092612,1.357740118605489e-80
Staurosporine,0.0018232331912218015,0.9561986315858112,0.04565877095384229,0.9561986315858112
TAF1_5496,0.40470455678883743,1.4123120081142288e-28,0.11928747187342724,2.926965466091808e-28
THR-101,0.4654164851970728,2.719065136282392e-39,-0.17828036038148087,1.0368701719690188e-38
THR-102,0.48480949241101123,5.925783914723064e-43,-0.19376508701296302,2.778318360017699e-42
THR-103,0.4588490799364252,4.189270000635761e-38,0.02596000653833887,1.454717280206622e-37
TW 37,0.4119697055695259,2.190461680349709e-16,0.29429005757323745,3.0264349786474245e-16
Talazoparib,0.31957782762583675,9.048336414443944e-23,0.1690925456581718,1.4703546673471407e-22
Tamoxifen,0.4158309860085404,6.689115115605686e-39,0.10137847796534595,2.4845284715106833e-38
Tanespimycin,-0.10247736032238315,0.0021810289502318214,-0.26735333208243756,0.002336233257551689
Taselisib,0.05183026061641373,0.11859434252080722,-0.08466787841255168,0.12179349146269873
Telomerase Inhibitor IX,0.3699389258505258,1.4312317641569266e-30,0.3120203618029996,3.248668924991119e-30
Temozolomide,0.4633515316425348,1.6146605003699298e-49,-0.05318233139679847,1.2480889273129727e-48
