,sample,netith_bulk
TCGA-25-2401-01,TCGA-25-2401-01,3.0057957830130992
TCGA-25-2404-01,TCGA-25-2404-01,2.9851968478153443
TCGA-25-2409-01,TCGA-25-2409-01,2.593587270501386
TCGA-29-1688-01,TCGA-29-1688-01,2.890476185048361
TCGA-29-1690-01,TCGA-29-1690-01,2.832393483034555
TCGA-29-1691-01,TCGA-29-1691-01,2.226620146855588
TCGA-29-1693-01,TCGA-29-1693-01,3.3255019100313072
TCGA-29-1694-01,TCGA-29-1694-01,2.9197130504880517
TCGA-29-1695-01,TCGA-29-1695-01,3.2599212455932602
TCGA-29-1696-01,TCGA-29-1696-01,2.385629939089654
TCGA-29-1697-01,TCGA-29-1697-01,2.563146977814092
TCGA-29-1698-01,TCGA-29-1698-01,3.112950950886791
TCGA-29-1699-01,TCGA-29-1699-01,3.3235273887955388
TCGA-29-1701-01,TCGA-29-1701-01,3.0005644704693104
TCGA-29-1702-01,TCGA-29-1702-01,2.6908180415392158
TCGA-29-1703-01,TCGA-29-1703-01,2.693818933899356
TCGA-29-1705-01,TCGA-29-1705-01,3.1090001087587997
TCGA-29-1710-01,TCGA-29-1710-01,3.269347392710773
TCGA-29-1711-01,TCGA-29-1711-01,2.5881948165471544
TCGA-29-1761-01,TCGA-29-1761-01,3.1693554252466036
TCGA-29-1762-01,TCGA-29-1762-01,2.959772095138912
TCGA-29-1763-01,TCGA-29-1763-01,2.7099674531257993
TCGA-29-1770-01,TCGA-29-1770-01,2.9388427345603776
TCGA-29-1770-02,TCGA-29-1770-02,2.9158447825523193
TCGA-29-1776-01,TCGA-29-1776-01,2.51228050331968
TCGA-29-1778-01,TCGA-29-1778-01,2.7104077490854377
TCGA-29-1781-01,TCGA-29-1781-01,3.3010109987138536
TCGA-29-1783-01,TCGA-29-1783-01,2.8085226889357675
TCGA-29-1784-01,TCGA-29-1784-01,2.653539804335587
TCGA-29-1785-01,TCGA-29-1785-01,3.1249046514393197
TCGA-29-2414-01,TCGA-29-2414-01,2.708093685602957
TCGA-29-2414-02,TCGA-29-2414-02,2.7550200136272
TCGA-29-2425-01,TCGA-29-2425-01,3.1259719864230853
TCGA-29-2427-01,TCGA-29-2427-01,2.874986861356316
TCGA-29-2428-01,TCGA-29-2428-01,2.7321142225367017
TCGA-29-A5NZ-01,TCGA-29-A5NZ-01,3.165608913222363
TCGA-30-1718-01,TCGA-30-1718-01,3.0893132313288283
TCGA-30-1855-01,TCGA-30-1855-01,2.6405971074949846
TCGA-30-1857-01,TCGA-30-1857-01,3.0599692120798023
TCGA-30-1860-01,TCGA-30-1860-01,2.689416586950409
TCGA-30-1861-01,TCGA-30-1861-01,3.0640680798729476
TCGA-30-1862-01,TCGA-30-1862-01,3.003702909689887
TCGA-30-1891-01,TCGA-30-1891-01,3.3098122761558004
TCGA-31-1944-01,TCGA-31-1944-01,2.688568559151922
TCGA-31-1946-01,TCGA-31-1946-01,3.123323952773972
TCGA-31-1950-01,TCGA-31-1950-01,2.7909285714531897
TCGA-31-1951-01,TCGA-31-1951-01,2.9215955277016334
TCGA-31-1953-01,TCGA-31-1953-01,2.8973168601785413
TCGA-31-1956-01,TCGA-31-1956-01,3.3738163033066866
TCGA-31-1959-01,TCGA-31-1959-01,2.7633987834178306
TCGA-36-1568-01,TCGA-36-1568-01,3.3491431485303953
TCGA-36-1569-01,TCGA-36-1569-01,3.3071769303095495
TCGA-36-1570-01,TCGA-36-1570-01,2.5309513746623526
TCGA-36-1571-01,TCGA-36-1571-01,2.8612049879726995
TCGA-36-1574-01,TCGA-36-1574-01,2.707235760002839
TCGA-36-1575-01,TCGA-36-1575-01,3.0179971845492757
TCGA-36-1576-01,TCGA-36-1576-01,3.048191533908451
TCGA-36-1577-01,TCGA-36-1577-01,2.886054791897447
TCGA-36-1578-01,TCGA-36-1578-01,3.1294913181675854
TCGA-36-1580-01,TCGA-36-1580-01,3.1599579250184866
TCGA-36-1581-01,TCGA-36-1581-01,3.155790505820728
TCGA-3P-A9WA-01,TCGA-3P-A9WA-01,3.0141671897462263
TCGA-57-1582-01,TCGA-57-1582-01,2.995824131213432
TCGA-57-1583-01,TCGA-57-1583-01,2.6995567053879292
TCGA-57-1584-01,TCGA-57-1584-01,3.272725134185896
TCGA-57-1585-01,TCGA-57-1585-01,2.783614342753202
TCGA-57-1993-01,TCGA-57-1993-01,2.54080591008953
TCGA-57-1994-01,TCGA-57-1994-01,2.7307628040336365
TCGA-59-2348-01,TCGA-59-2348-01,3.321878078827458
TCGA-59-2350-01,TCGA-59-2350-01,2.8008598623396512
TCGA-59-2351-01,TCGA-59-2351-01,2.62872573228346
TCGA-59-2352-01,TCGA-59-2352-01,2.4190294214169774
TCGA-59-2354-01,TCGA-59-2354-01,2.5572358808850284
TCGA-59-2355-01,TCGA-59-2355-01,2.8147508600096094
TCGA-59-2363-01,TCGA-59-2363-01,2.873324770907405
TCGA-59-A5PD-01,TCGA-59-A5PD-01,2.632101852645715
TCGA-5X-AA5U-01,TCGA-5X-AA5U-01,3.37386227165864
TCGA-61-1721-01,TCGA-61-1721-01,3.062901050591946
TCGA-61-1724-01,TCGA-61-1724-01,2.8014189148295054
TCGA-61-1725-01,TCGA-61-1725-01,2.916407176076373
TCGA-61-1728-01,TCGA-61-1728-01,2.7797579754023034
TCGA-61-1733-01,TCGA-61-1733-01,3.0741404791922537
TCGA-61-1736-01,TCGA-61-1736-01,2.86858227915495
TCGA-61-1737-01,TCGA-61-1737-01,2.6250792527896087
TCGA-61-1738-01,TCGA-61-1738-01,2.6250671182340506
TCGA-61-1740-01,TCGA-61-1740-01,3.2518272078312442
TCGA-61-1741-01,TCGA-61-1741-01,2.655994348261145
TCGA-61-1743-01,TCGA-61-1743-01,3.2177338826536417
TCGA-61-1900-01,TCGA-61-1900-01,2.4853931172053976
TCGA-61-1907-01,TCGA-61-1907-01,2.9767078442440438
TCGA-61-1910-01,TCGA-61-1910-01,3.013703977631233
TCGA-61-1914-01,TCGA-61-1914-01,2.509008946015404
TCGA-61-1917-01,TCGA-61-1917-01,2.8520213676146837
TCGA-61-1918-01,TCGA-61-1918-01,2.816031567721857
TCGA-61-1919-01,TCGA-61-1919-01,3.3315360264004754
TCGA-61-1995-01,TCGA-61-1995-01,2.904929094149593
TCGA-61-1998-01,TCGA-61-1998-01,3.0019372051247206
TCGA-61-2000-01,TCGA-61-2000-01,3.385188206773826
TCGA-61-2002-01,TCGA-61-2002-01,2.8268171242734748
TCGA-61-2003-01,TCGA-61-2003-01,3.1984507882093256
TCGA-61-2008-01,TCGA-61-2008-01,2.8021235076458844
TCGA-61-2008-02,TCGA-61-2008-02,2.546239387468179
TCGA-61-2009-01,TCGA-61-2009-01,3.124527661238818
TCGA-61-2012-01,TCGA-61-2012-01,2.6715812800817966
TCGA-61-2016-01,TCGA-61-2016-01,3.0337165574865903
TCGA-61-2088-01,TCGA-61-2088-01,3.056407425085115
TCGA-61-2092-01,TCGA-61-2092-01,3.066470842265235
TCGA-61-2094-01,TCGA-61-2094-01,2.8475730589987642
TCGA-61-2095-01,TCGA-61-2095-01,2.6143805113187035
TCGA-61-2097-01,TCGA-61-2097-01,3.150008796551219
TCGA-61-2098-01,TCGA-61-2098-01,2.5868086697301926
TCGA-61-2101-01,TCGA-61-2101-01,3.000763352340291
TCGA-61-2102-01,TCGA-61-2102-01,3.0618333148408503
TCGA-61-2104-01,TCGA-61-2104-01,2.8848477134185613
TCGA-61-2109-01,TCGA-61-2109-01,2.7156250732691105
TCGA-61-2110-01,TCGA-61-2110-01,2.975098169568452
TCGA-61-2111-01,TCGA-61-2111-01,2.9975582796658338
TCGA-61-2113-01,TCGA-61-2113-01,2.708040893094469
TCGA-OY-A56P-01,TCGA-OY-A56P-01,3.0478958474188182
TCGA-OY-A56Q-01,TCGA-OY-A56Q-01,3.030142718124355
TCGA-VG-A8LO-01,TCGA-VG-A8LO-01,2.8848728738369496
TCGA-WR-A838-01,TCGA-WR-A838-01,2.621359224488284
TCGA-2H-A9GF-01,TCGA-2H-A9GF-01,2.4531916038813444
TCGA-2H-A9GG-01,TCGA-2H-A9GG-01,1.705243446702991
TCGA-2H-A9GH-01,TCGA-2H-A9GH-01,2.4683009543075647
TCGA-2H-A9GI-01,TCGA-2H-A9GI-01,2.6173337362251963
TCGA-2H-A9GJ-01,TCGA-2H-A9GJ-01,2.665713944229203
TCGA-2H-A9GK-01,TCGA-2H-A9GK-01,2.4510722322288725
TCGA-2H-A9GL-01,TCGA-2H-A9GL-01,1.8757120628461361
TCGA-2H-A9GM-01,TCGA-2H-A9GM-01,2.0625575213961933
TCGA-2H-A9GN-01,TCGA-2H-A9GN-01,2.833230765435295
TCGA-2H-A9GO-01,TCGA-2H-A9GO-01,2.7232138261226524
TCGA-2H-A9GQ-01,TCGA-2H-A9GQ-01,2.7984962250025247
TCGA-2H-A9GR-01,TCGA-2H-A9GR-01,2.3113935244600166
TCGA-IC-A6RE-01,TCGA-IC-A6RE-01,1.9422160450668495
TCGA-IC-A6RE-11,TCGA-IC-A6RE-11,3.2134639017394537
TCGA-IG-A3I8-01,TCGA-IG-A3I8-01,3.132302617894402
TCGA-IG-A3I8-11,TCGA-IG-A3I8-11,3.2049142079586597
TCGA-IG-A3QL-01,TCGA-IG-A3QL-01,3.1554227244330937
TCGA-IG-A3Y9-01,TCGA-IG-A3Y9-01,2.7550598012154284
TCGA-IG-A3YA-01,TCGA-IG-A3YA-01,3.1377253295678234
TCGA-IG-A3YB-01,TCGA-IG-A3YB-01,3.2351455826956803
TCGA-IG-A3YC-01,TCGA-IG-A3YC-01,2.8743403087514166
TCGA-IG-A4P3-01,TCGA-IG-A4P3-01,2.6389088141611774
TCGA-IG-A4QS-01,TCGA-IG-A4QS-01,2.540274179049614
TCGA-IG-A4QT-01,TCGA-IG-A4QT-01,2.8323469624106488
TCGA-IG-A50L-01,TCGA-IG-A50L-01,3.1362775155549167
TCGA-IG-A51D-01,TCGA-IG-A51D-01,3.2008789363102452
TCGA-IG-A5B8-01,TCGA-IG-A5B8-01,3.012451471535013
TCGA-IG-A5S3-01,TCGA-IG-A5S3-01,2.4898597707465555
TCGA-IG-A625-01,TCGA-IG-A625-01,2.8508598330723793
TCGA-IG-A6QS-01,TCGA-IG-A6QS-01,2.8379915731692766
TCGA-IG-A7DP-01,TCGA-IG-A7DP-01,2.5186167394834946
TCGA-IG-A8O2-01,TCGA-IG-A8O2-01,3.1693552722053453
TCGA-IG-A97H-01,TCGA-IG-A97H-01,2.4691140534083855
TCGA-IG-A97I-01,TCGA-IG-A97I-01,2.900369780158362
TCGA-JY-A6F8-01,TCGA-JY-A6F8-01,2.657322493439146
TCGA-JY-A6FA-01,TCGA-JY-A6FA-01,2.9136248129599633
TCGA-JY-A6FB-01,TCGA-JY-A6FB-01,2.451966511781305
TCGA-JY-A6FD-01,TCGA-JY-A6FD-01,3.1336902180045647
TCGA-JY-A6FE-01,TCGA-JY-A6FE-01,3.0790174424812613
TCGA-JY-A6FG-01,TCGA-JY-A6FG-01,2.7867306935982787
TCGA-JY-A6FH-01,TCGA-JY-A6FH-01,2.787542849517343
TCGA-JY-A938-01,TCGA-JY-A938-01,1.9854042174422257
TCGA-JY-A939-01,TCGA-JY-A939-01,2.510052610117013
TCGA-JY-A93C-01,TCGA-JY-A93C-01,2.369752854692898
TCGA-JY-A93D-01,TCGA-JY-A93D-01,1.7312521349711547
TCGA-JY-A93E-01,TCGA-JY-A93E-01,2.759260793765837
TCGA-JY-A93F-01,TCGA-JY-A93F-01,2.7187531899509674
TCGA-KH-A6WC-01,TCGA-KH-A6WC-01,3.3541188997895124
TCGA-L5-A43C-01,TCGA-L5-A43C-01,2.2049383865312557
TCGA-L5-A43C-11,TCGA-L5-A43C-11,2.7210910613398043
TCGA-L5-A43E-01,TCGA-L5-A43E-01,2.9094695127558623
TCGA-L5-A43H-01,TCGA-L5-A43H-01,3.308337566799416
TCGA-L5-A43I-01,TCGA-L5-A43I-01,2.770724329160106
TCGA-L5-A43J-01,TCGA-L5-A43J-01,3.1001537045910714
TCGA-L5-A43M-01,TCGA-L5-A43M-01,3.061418601766688
TCGA-L5-A4OE-01,TCGA-L5-A4OE-01,2.6242032081131828
TCGA-L5-A4OF-01,TCGA-L5-A4OF-01,2.0758978304208293
TCGA-L5-A4OF-11,TCGA-L5-A4OF-11,3.174359833480067
TCGA-L5-A4OG-01,TCGA-L5-A4OG-01,2.9353737576685335
TCGA-L5-A4OG-11,TCGA-L5-A4OG-11,2.8991209453570153
TCGA-L5-A4OH-01,TCGA-L5-A4OH-01,2.407354798619121
TCGA-L5-A4OI-01,TCGA-L5-A4OI-01,2.104298906554294
TCGA-L5-A4OJ-01,TCGA-L5-A4OJ-01,2.5867806369614743
TCGA-L5-A4OJ-11,TCGA-L5-A4OJ-11,1.919742700716965
TCGA-L5-A4OM-01,TCGA-L5-A4OM-01,2.667046855315517
TCGA-L5-A4OM-11,TCGA-L5-A4OM-11,3.515854673282739
TCGA-L5-A4ON-01,TCGA-L5-A4ON-01,2.766014547064658
TCGA-L5-A4OO-01,TCGA-L5-A4OO-01,3.1741646796408727
TCGA-L5-A4OO-11,TCGA-L5-A4OO-11,2.7353134462711566
TCGA-L5-A4OP-01,TCGA-L5-A4OP-01,2.6251203309253457
TCGA-L5-A4OQ-01,TCGA-L5-A4OQ-01,2.3446557311537215
TCGA-L5-A4OQ-11,TCGA-L5-A4OQ-11,3.03813391050181
TCGA-L5-A4OR-01,TCGA-L5-A4OR-01,2.5665374113748167
TCGA-L5-A4OR-11,TCGA-L5-A4OR-11,2.9328249529880166
TCGA-L5-A4OS-01,TCGA-L5-A4OS-01,2.307130544412849
TCGA-L5-A4OT-01,TCGA-L5-A4OT-01,2.643168372094575
TCGA-L5-A4OU-01,TCGA-L5-A4OU-01,3.037603180831601
TCGA-L5-A4OW-01,TCGA-L5-A4OW-01,2.012347442469901
TCGA-L5-A4OX-01,TCGA-L5-A4OX-01,2.6977591445336024
TCGA-L5-A88S-01,TCGA-L5-A88S-01,2.673816707752389
TCGA-L5-A88V-01,TCGA-L5-A88V-01,3.0444327390505843
TCGA-L5-A88W-01,TCGA-L5-A88W-01,3.0814984117252626
TCGA-L5-A88Y-01,TCGA-L5-A88Y-01,2.8922858128142317
TCGA-L5-A88Z-01,TCGA-L5-A88Z-01,2.486815784567197
TCGA-L5-A891-01,TCGA-L5-A891-01,2.098629744598419
TCGA-L5-A893-01,TCGA-L5-A893-01,2.8650003528450236
TCGA-L5-A8NE-01,TCGA-L5-A8NE-01,2.5857611397081266
TCGA-L5-A8NF-01,TCGA-L5-A8NF-01,2.818140861248356
TCGA-L5-A8NG-01,TCGA-L5-A8NG-01,2.1019629844096483
TCGA-L5-A8NH-01,TCGA-L5-A8NH-01,2.870235171197155
TCGA-L5-A8NI-01,TCGA-L5-A8NI-01,2.952352346161043
TCGA-L5-A8NJ-01,TCGA-L5-A8NJ-01,2.4944001263130016
TCGA-L5-A8NK-01,TCGA-L5-A8NK-01,3.0748840205069174
TCGA-L5-A8NL-01,TCGA-L5-A8NL-01,2.6593817812447713
TCGA-L5-A8NM-01,TCGA-L5-A8NM-01,2.6924992589359293
TCGA-L5-A8NN-01,TCGA-L5-A8NN-01,2.465956363108943
TCGA-L5-A8NQ-01,TCGA-L5-A8NQ-01,3.0452199468574546
TCGA-L5-A8NR-01,TCGA-L5-A8NR-01,2.4822017501321443
TCGA-L5-A8NS-01,TCGA-L5-A8NS-01,2.7800892375676742
TCGA-L5-A8NT-01,TCGA-L5-A8NT-01,2.632062878588124
TCGA-L5-A8NU-01,TCGA-L5-A8NU-01,2.42811431652329
TCGA-L5-A8NV-01,TCGA-L5-A8NV-01,2.6320763826178752
TCGA-L5-A8NW-01,TCGA-L5-A8NW-01,2.89133022849757
TCGA-L7-A56G-01,TCGA-L7-A56G-01,3.2474897672696876
TCGA-L7-A6VZ-01,TCGA-L7-A6VZ-01,2.566048681391506
TCGA-LN-A49K-01,TCGA-LN-A49K-01,2.9377503376949488
TCGA-LN-A49L-01,TCGA-LN-A49L-01,3.061156350297196
TCGA-LN-A49M-01,TCGA-LN-A49M-01,2.863532115764128
TCGA-LN-A49N-01,TCGA-LN-A49N-01,2.925381167605181
TCGA-LN-A49O-01,TCGA-LN-A49O-01,3.126203213386439
TCGA-LN-A49P-01,TCGA-LN-A49P-01,2.658375336988391
TCGA-LN-A49R-01,TCGA-LN-A49R-01,2.675834126121861
TCGA-LN-A49S-01,TCGA-LN-A49S-01,3.236830323500631
TCGA-LN-A49U-01,TCGA-LN-A49U-01,3.0185230089993396
TCGA-LN-A49V-01,TCGA-LN-A49V-01,2.9741214244662952
TCGA-LN-A49W-01,TCGA-LN-A49W-01,2.817307974424195
TCGA-LN-A49X-01,TCGA-LN-A49X-01,2.9450280713105284
TCGA-LN-A49Y-01,TCGA-LN-A49Y-01,2.871042494149048
TCGA-LN-A4A1-01,TCGA-LN-A4A1-01,2.730496492761569
TCGA-LN-A4A2-01,TCGA-LN-A4A2-01,2.9681747876212965
TCGA-LN-A4A3-01,TCGA-LN-A4A3-01,2.938191203464423
TCGA-LN-A4A4-01,TCGA-LN-A4A4-01,3.181867463321492
TCGA-LN-A4A5-01,TCGA-LN-A4A5-01,3.4023912236874967
TCGA-LN-A4A6-01,TCGA-LN-A4A6-01,3.3230663544922905
TCGA-LN-A4A8-01,TCGA-LN-A4A8-01,2.749344302733949
TCGA-LN-A4A9-01,TCGA-LN-A4A9-01,2.6698932419148567
TCGA-LN-A4MQ-01,TCGA-LN-A4MQ-01,3.1967457867336915
TCGA-LN-A4MR-01,TCGA-LN-A4MR-01,3.0915648115254766
TCGA-LN-A5U5-01,TCGA-LN-A5U5-01,2.844668531704338
TCGA-LN-A5U6-01,TCGA-LN-A5U6-01,2.9705179914006563
TCGA-LN-A5U7-01,TCGA-LN-A5U7-01,2.602120910226249
TCGA-LN-A7HV-01,TCGA-LN-A7HV-01,2.8834713972388775
TCGA-LN-A7HW-01,TCGA-LN-A7HW-01,2.950481359005454
TCGA-LN-A7HX-01,TCGA-LN-A7HX-01,2.8193574121912413
TCGA-LN-A7HY-01,TCGA-LN-A7HY-01,2.9090054348013488
TCGA-LN-A7HZ-01,TCGA-LN-A7HZ-01,3.0714234304121963
TCGA-LN-A8HZ-01,TCGA-LN-A8HZ-01,3.015464275629909
TCGA-LN-A8I0-01,TCGA-LN-A8I0-01,2.9374793535273804
TCGA-LN-A8I1-01,TCGA-LN-A8I1-01,2.816064183058444
TCGA-LN-A9FO-01,TCGA-LN-A9FO-01,3.044503647057994
TCGA-LN-A9FP-01,TCGA-LN-A9FP-01,2.3837633886463405
TCGA-LN-A9FQ-01,TCGA-LN-A9FQ-01,2.9481170131385994
TCGA-LN-A9FR-01,TCGA-LN-A9FR-01,2.5286253384273554
TCGA-M9-A5M8-01,TCGA-M9-A5M8-01,2.7846793676206802
TCGA-Q9-A6FU-01,TCGA-Q9-A6FU-01,2.710805641194824
TCGA-Q9-A6FW-01,TCGA-Q9-A6FW-01,3.1014023776721023
TCGA-R6-A6DN-01,TCGA-R6-A6DN-01,3.2643150458525088
TCGA-R6-A6DQ-01,TCGA-R6-A6DQ-01,2.4156457252858505
TCGA-R6-A6KZ-01,TCGA-R6-A6KZ-01,1.9853910803234514
TCGA-R6-A6L4-01,TCGA-R6-A6L4-01,3.060023507902067
TCGA-R6-A6L6-01,TCGA-R6-A6L6-01,2.5257739660384564
TCGA-R6-A6XG-01,TCGA-R6-A6XG-01,2.5598858471895753
TCGA-R6-A6XQ-01,TCGA-R6-A6XQ-01,2.9560679117444693
TCGA-R6-A6Y0-01,TCGA-R6-A6Y0-01,2.9289339808520447
TCGA-R6-A6Y2-01,TCGA-R6-A6Y2-01,2.6578411454727164
TCGA-R6-A8W5-01,TCGA-R6-A8W5-01,3.3624752672611
TCGA-R6-A8W8-01,TCGA-R6-A8W8-01,2.3936851317490175
TCGA-R6-A8WC-01,TCGA-R6-A8WC-01,1.9716745570382281
TCGA-R6-A8WG-01,TCGA-R6-A8WG-01,2.203592490568759
TCGA-RE-A7BO-01,TCGA-RE-A7BO-01,2.421494210032073
TCGA-S8-A6BV-01,TCGA-S8-A6BV-01,2.2575477047542374
TCGA-S8-A6BW-01,TCGA-S8-A6BW-01,3.1509926946284135
TCGA-V5-A7RB-01,TCGA-V5-A7RB-01,2.0643795121163606
TCGA-V5-A7RC-01,TCGA-V5-A7RC-01,2.8473666780824356
TCGA-V5-A7RC-06,TCGA-V5-A7RC-06,3.1880544336968373
TCGA-V5-A7RE-01,TCGA-V5-A7RE-01,2.746206068233293
TCGA-V5-AASV-01,TCGA-V5-AASV-01,3.134131279133329
TCGA-V5-AASW-01,TCGA-V5-AASW-01,2.2722659099830445
TCGA-V5-AASX-01,TCGA-V5-AASX-01,2.433854410396865
TCGA-VR-A8EO-01,TCGA-VR-A8EO-01,3.0440469932943266
TCGA-VR-A8EP-01,TCGA-VR-A8EP-01,2.9820011685096475
TCGA-VR-A8EQ-01,TCGA-VR-A8EQ-01,2.693080070778186
TCGA-VR-A8ER-01,TCGA-VR-A8ER-01,3.2479126868579686
TCGA-VR-A8ET-01,TCGA-VR-A8ET-01,3.051919868329164
TCGA-VR-A8EU-01,TCGA-VR-A8EU-01,2.898540079074827
TCGA-VR-A8EW-01,TCGA-VR-A8EW-01,2.9059086568205994
TCGA-VR-A8EX-01,TCGA-VR-A8EX-01,3.084514554942917
TCGA-VR-A8EY-01,TCGA-VR-A8EY-01,3.3536472927215843
TCGA-VR-A8EZ-01,TCGA-VR-A8EZ-01,2.8224373293823746
TCGA-VR-A8Q7-01,TCGA-VR-A8Q7-01,2.8759095738487925
TCGA-VR-AA4D-01,TCGA-VR-AA4D-01,1.977014192712206
TCGA-VR-AA4G-01,TCGA-VR-AA4G-01,2.825403147318331
TCGA-VR-AA7B-01,TCGA-VR-AA7B-01,2.889086635369962
TCGA-VR-AA7D-01,TCGA-VR-AA7D-01,3.33098926567274
TCGA-VR-AA7I-01,TCGA-VR-AA7I-01,3.1620872087758825
TCGA-X8-AAAR-01,TCGA-X8-AAAR-01,2.602481778170157
TCGA-XP-A8T6-01,TCGA-XP-A8T6-01,2.9438774599075583
TCGA-XP-A8T8-01,TCGA-XP-A8T8-01,2.6046966899718287
TCGA-Z6-A8JD-01,TCGA-Z6-A8JD-01,2.886051438276021
TCGA-Z6-A8JE-01,TCGA-Z6-A8JE-01,3.20221624043899
TCGA-Z6-A9VB-01,TCGA-Z6-A9VB-01,2.9775449085341092
TCGA-Z6-AAPN-01,TCGA-Z6-AAPN-01,3.070280117336287
TCGA-ZR-A9CJ-01,TCGA-ZR-A9CJ-01,2.3073635628235354
TCGA-3M-AB46-01,TCGA-3M-AB46-01,2.3733890605499557
TCGA-3M-AB47-01,TCGA-3M-AB47-01,2.414710444141118
TCGA-B7-5816-01,TCGA-B7-5816-01,3.067218682797491
TCGA-B7-5818-01,TCGA-B7-5818-01,3.189423259537049
TCGA-B7-A5TI-01,TCGA-B7-A5TI-01,2.633086438555076
TCGA-B7-A5TJ-01,TCGA-B7-A5TJ-01,2.5056388118823856
TCGA-B7-A5TK-01,TCGA-B7-A5TK-01,2.6802120645306755
TCGA-B7-A5TN-01,TCGA-B7-A5TN-01,3.02191790898719
TCGA-BR-4187-01,TCGA-BR-4187-01,2.439488571623918
TCGA-BR-4257-01,TCGA-BR-4257-01,2.816769704367511
TCGA-BR-4280-01,TCGA-BR-4280-01,2.420308634334754
TCGA-BR-4292-01,TCGA-BR-4292-01,2.5382672621400433
TCGA-BR-6452-01,TCGA-BR-6452-01,2.7100775755896214
TCGA-BR-6453-01,TCGA-BR-6453-01,1.938235533400694
TCGA-BR-6453-11,TCGA-BR-6453-11,2.3560960103672963
TCGA-BR-6454-01,TCGA-BR-6454-01,2.706676853898913
TCGA-BR-6454-11,TCGA-BR-6454-11,3.363532909651047
TCGA-BR-6455-01,TCGA-BR-6455-01,3.415109063668494
TCGA-BR-6456-01,TCGA-BR-6456-01,2.4282315301601156
TCGA-BR-6457-01,TCGA-BR-6457-01,2.5048534363538897
TCGA-BR-6457-11,TCGA-BR-6457-11,2.7465628456062285
TCGA-BR-6458-01,TCGA-BR-6458-01,2.7900114685892454
TCGA-BR-6458-11,TCGA-BR-6458-11,3.237430925239238
TCGA-BR-6563-01,TCGA-BR-6563-01,2.2929730335706777
TCGA-BR-6564-01,TCGA-BR-6564-01,2.6800057373154917
TCGA-BR-6564-11,TCGA-BR-6564-11,2.368256371607562
TCGA-BR-6565-01,TCGA-BR-6565-01,1.860517724577595
TCGA-BR-6566-01,TCGA-BR-6566-01,2.3891529591906755
TCGA-BR-6705-01,TCGA-BR-6705-01,2.471038682466951
TCGA-BR-6706-01,TCGA-BR-6706-01,2.625436716900077
TCGA-BR-6707-01,TCGA-BR-6707-01,3.4123679733234953
TCGA-BR-6709-01,TCGA-BR-6709-01,2.6227922735644738
TCGA-BR-6801-01,TCGA-BR-6801-01,2.103131202158682
TCGA-BR-6802-01,TCGA-BR-6802-01,3.2410655024321193
TCGA-BR-6802-11,TCGA-BR-6802-11,3.031860216192287
TCGA-BR-6803-01,TCGA-BR-6803-01,2.6837250873433884
TCGA-BR-6852-01,TCGA-BR-6852-01,2.591641398873926
TCGA-BR-6852-11,TCGA-BR-6852-11,3.353702988438509
TCGA-BR-7196-01,TCGA-BR-7196-01,2.9256485866450013
TCGA-BR-7197-01,TCGA-BR-7197-01,2.8838941381355023
TCGA-BR-7703-01,TCGA-BR-7703-01,2.357625102209598
TCGA-BR-7704-01,TCGA-BR-7704-01,2.535362679780507
TCGA-BR-7704-11,TCGA-BR-7704-11,2.457439486999474
TCGA-BR-7707-01,TCGA-BR-7707-01,2.807746707639912
TCGA-BR-7715-01,TCGA-BR-7715-01,2.4674630105839874
TCGA-BR-7715-11,TCGA-BR-7715-11,2.857585395429102
TCGA-BR-7716-01,TCGA-BR-7716-01,2.09847907862812
TCGA-BR-7716-11,TCGA-BR-7716-11,3.1041043486898348
TCGA-BR-7717-01,TCGA-BR-7717-01,2.1548703582387168
TCGA-BR-7717-11,TCGA-BR-7717-11,3.22541934459451
TCGA-BR-7722-01,TCGA-BR-7722-01,2.850092359538992
TCGA-BR-7723-01,TCGA-BR-7723-01,2.486621529302088
TCGA-BR-7851-01,TCGA-BR-7851-01,2.5195038766862217
TCGA-BR-7851-11,TCGA-BR-7851-11,2.1549057433626397
TCGA-BR-7901-01,TCGA-BR-7901-01,2.397742691684328
TCGA-BR-7957-01,TCGA-BR-7957-01,2.1706075075742084
TCGA-BR-7958-01,TCGA-BR-7958-01,3.3398556188831185
TCGA-BR-7959-01,TCGA-BR-7959-01,2.165667303525827
TCGA-BR-8058-01,TCGA-BR-8058-01,2.4290949117828005
TCGA-BR-8059-01,TCGA-BR-8059-01,2.977616689736721
TCGA-BR-8060-01,TCGA-BR-8060-01,2.3822136009202093
TCGA-BR-8077-01,TCGA-BR-8077-01,2.4886585465361346
TCGA-BR-8078-01,TCGA-BR-8078-01,2.3900302646562066
TCGA-BR-8080-01,TCGA-BR-8080-01,2.341265055864895
TCGA-BR-8081-01,TCGA-BR-8081-01,1.9948829286096665
TCGA-BR-8284-01,TCGA-BR-8284-01,2.4618156344181976
TCGA-BR-8286-01,TCGA-BR-8286-01,2.5715962021160816
TCGA-BR-8289-01,TCGA-BR-8289-01,3.1612313814778106
TCGA-BR-8291-01,TCGA-BR-8291-01,2.5465194456477156
TCGA-BR-8295-01,TCGA-BR-8295-01,2.260913195904324
TCGA-BR-8296-01,TCGA-BR-8296-01,2.948610434469394
TCGA-BR-8297-01,TCGA-BR-8297-01,2.218093616818589
TCGA-BR-8361-01,TCGA-BR-8361-01,2.9055921286734985
